product_id,product_name,description,category,brand,price,discount,stock_quantity,sku,barcode,weight_kg,dimensions_cm,color,material,origin_country,is_active,created_at,updated_at
118,Sea Letter,Really way his send boy generation cold perhaps.,Furniture,"Dixon, Jones and Daugherty",287.39,2.91,956,SKU00118,4518916881720,35.47,47x37x61,Red,Wood,Burundi,False,2024-08-07 09:11:38,2023-02-07 00:32:05
119,Behind Cold,Middle respond newspaper company it pull structure various example from.,Toys,Collins Inc,1288.26,10.59,370,SKU00119,4046938385518,48.86,96x53x30,Red,Cotton,Taiwan,False,2024-11-24 05:30:43,2024-05-24 20:15:02
120,Shake Hard,Nothing model particularly experience house could effort eat.,Grocery,Holland-Burke,3989.46,0.66,875,SKU00120,1240483552859,44.22,45x8x60,Blue,Plastic,Timor-Leste,True,2020-12-10 17:45:26,2024-12-24 23:32:45
121,Effort Property,Share quality out also defense perhaps land truth family behavior able plant.,Electronics,Huffman Group,3316.42,16.69,986,SKU00121,6658252007298,9.93,88x51x36,White,Plastic,Djibouti,True,2020-06-22 12:17:42,2025-01-29 20:21:14
122,Finally Look,Rich determine person miss fire describe economic medical art blue western.,Toys,Campbell-Hopkins,2221.39,19.33,712,SKU00122,6486394737151,31.48,7x13x63,Green,Cotton,Micronesia,True,2020-08-31 13:27:19,2025-01-26 12:53:19
123,Deal Wonder,Rather cultural hard field these purpose thousand left.,Furniture,Hanna Ltd,3653.87,13.59,161,SKU00123,6512433696469,43.28,26x78x92,Red,Plastic,Congo,False,2023-12-18 17:19:43,2020-12-20 10:39:13
124,Third Positive,Marriage throw right perhaps half poor laugh them onto person.,Electronics,"Kaiser, Davis and Williams",3372.28,25.94,508,SKU00124,6545191503441,12.84,77x52x99,Yellow,Leather,Nauru,False,2020-06-01 00:24:23,2022-03-13 00:16:08
125,Thank About,Born quality big among mission low growth.,Toys,Kelly-Carney,3870.43,14.91,948,SKU00125,2025274094966,30.87,11x36x21,Yellow,Metal,Bhutan,True,2022-11-24 14:56:51,2023-11-22 04:52:46
126,Bag Despite,Theory real case know medical commercial.,Electronics,"Ferrell, Short and Johnson",788.11,1.25,573,SKU00126,4415209360996,4.67,97x83x60,Black,Cotton,Myanmar,False,2022-05-30 18:55:12,2023-10-05 18:48:20
127,Make Budget,Report view behavior issue full ability look worry month knowledge often pattern.,Electronics,"Buchanan, Mason and Reyes",3706.44,22.87,536,SKU00127,1260662111318,31.32,45x95x71,Blue,Metal,Croatia,False,2025-05-23 11:38:32,2022-07-17 06:39:51
128,If Well,Pattern game test question style price.,Books,Dickerson-Howard,1540.11,12.06,534,SKU00128,2289966522759,37.9,63x78x77,Blue,Cotton,Northern Mariana Islands,False,2024-07-13 05:04:44,2022-12-29 20:14:01
129,Exist Same,Well ago similar pass ability impact be travel apply this run place.,Books,"Carr, Thomas and Wallace",3346.17,22.14,840,SKU00129,9947185152937,15.77,95x37x94,White,Wood,Bulgaria,False,2023-05-27 22:23:53,2020-05-09 22:33:58
130,Follow Camera,Teacher throughout must least move television ahead among deep sing.,Grocery,"Francis, Lewis and Anderson",605.94,17.61,318,SKU00130,0103503772655,16.2,14x96x60,Green,Plastic,Serbia,True,2022-08-16 23:01:40,2022-06-01 17:03:27
131,Spring Position,Affect somebody though want bar interview section success wide cause.,Toys,Armstrong Ltd,1712.49,17.67,570,SKU00131,0410927446513,9.9,91x90x5,Red,Plastic,Papua New Guinea,False,2021-03-10 17:36:10,2021-09-06 07:06:25
132,Community Suggest,Strong central whether people onto ok minute could.,Toys,"Jones, Smith and Wilson",2366.71,15.5,928,SKU00132,8116738812845,1.1,99x35x40,White,Wood,Gibraltar,False,2025-04-23 23:53:20,2025-01-16 14:27:06
133,Dream Treatment,Word sell list but low scientist whatever.,Furniture,"Baker, Hamilton and Thomas",4730.31,12.04,457,SKU00133,9620818757401,45.39,44x47x6,White,Leather,Andorra,False,2022-02-08 15:32:40,2021-07-01 08:11:54
134,Buy Issue,Whom base off this protect because call quality follow model final.,Electronics,Patel-Blanchard,1774.44,2.74,394,SKU00134,5525515407984,22.87,49x40x84,Yellow,Metal,Western Sahara,True,2022-09-09 21:29:11,2022-04-26 09:01:15
135,Radio Child,Television admit consumer trade nation future trouble.,Books,Murphy LLC,4844.02,13.99,487,SKU00135,7985897754317,4.79,92x27x75,Red,Wood,Montenegro,False,2024-02-08 21:31:12,2022-03-05 12:37:02
136,Behavior Experience,Whether ahead less toward scene how chance lay dog subject mission administration.,Clothing,Carlson LLC,1863.87,11.52,349,SKU00136,2750369771988,8.78,41x65x10,White,Leather,Croatia,False,2020-11-07 23:44:27,2021-03-14 17:10:48
137,Hard Return,Leg walk management floor tonight stuff kind operation if child.,Clothing,Carpenter Ltd,4631.37,22.74,641,SKU00137,1493356118489,16.06,49x7x62,White,Metal,Suriname,False,2021-07-22 10:40:47,2024-06-16 15:04:14
138,Option Run,Drop that military PM prevent themselves up dog our experience consumer property buy.,Books,Davila and Sons,1543.45,7.93,1,SKU00138,3476420545662,22.33,36x49x34,Red,Plastic,French Southern Territories,False,2022-04-24 17:42:02,2023-08-24 07:34:37
139,Your Spring,Thing recognize near media east billion.,Grocery,Bowers PLC,3981.03,19.4,613,SKU00139,9446840984741,41.79,46x8x91,Red,Cotton,Eritrea,False,2021-12-23 02:18:56,2024-12-23 03:33:44
140,Successful Ever,Democratic study respond single organization bank.,Furniture,Garrett-Smith,3513.29,13.96,712,SKU00140,0046668037811,38.42,56x76x12,Green,Plastic,South Georgia and the South Sandwich Islands,True,2021-01-16 10:22:12,2025-01-13 04:00:58
141,Watch Yourself,Report ever bed true on decide poor happen social nothing partner certain or.,Electronics,Coffey-Walsh,151.41,12.69,676,SKU00141,6919453538333,38.75,79x41x13,Green,Cotton,Isle of Man,False,2023-09-22 08:06:55,2025-01-25 02:29:15
142,Manager Environment,Option those treat almost country peace decision ahead.,Clothing,Haynes-Scott,1738.5,1.42,532,SKU00142,1248818978350,11.98,71x95x7,Yellow,Cotton,Congo,False,2023-04-19 09:16:59,2024-09-23 22:32:13
143,Program Clearly,Nice type let care leader would language cultural religious already.,Electronics,Davis LLC,2669.21,26.35,732,SKU00143,9254287336777,36.98,76x36x8,Yellow,Leather,Czech Republic,False,2020-01-26 22:59:16,2024-01-06 19:55:29
144,Different Project,Discover bad although industry simply avoid fly name conference military.,Furniture,"Wilson, Mack and Wells",4011.67,7.23,504,SKU00144,8041732750674,27.08,60x28x62,Green,Metal,Saudi Arabia,True,2024-10-22 15:07:07,2024-03-20 22:05:49
145,Debate Break,Past shake half measure go tax soon situation.,Clothing,Schroeder-Hardin,4772.85,8.87,868,SKU00145,2970095374950,36.83,85x40x34,Black,Plastic,Gibraltar,True,2020-05-05 01:25:34,2023-06-08 16:07:23
146,Interesting Upon,Reveal at write amount save project matter reveal worry.,Toys,Brown Ltd,4739.25,4.07,997,SKU00146,7763569750207,29.97,77x26x7,Red,Leather,United States Virgin Islands,True,2023-08-20 20:13:09,2023-02-08 18:57:03
147,Development Whatever,Arrive adult why dinner employee arm.,Books,Hayden-Charles,859.13,4.19,560,SKU00147,1087490735352,9.42,54x7x52,Green,Wood,Congo,True,2023-06-08 21:24:50,2023-03-12 21:14:21
148,Charge Perhaps,Black official upon offer benefit scene already live military good.,Furniture,"Adams, Cox and Ho",2982.13,0.3,793,SKU00148,5045052766189,38.5,48x16x78,Yellow,Wood,Norfolk Island,False,2021-09-15 07:31:18,2025-05-23 03:54:40
149,Rich Establish,Join answer for with check probably side behavior food listen dream realize.,Electronics,Livingston-Wilson,2106.23,10.83,978,SKU00149,2319939304898,28.8,24x32x72,Blue,Leather,Palestinian Territory,True,2021-02-12 02:37:21,2023-04-14 13:22:57
150,Instead Hard,Or list action amount present white life address its citizen perform second red.,Books,Franklin-Love,3940.69,3.35,595,SKU00150,2555858197894,29.18,85x84x17,White,Metal,Haiti,False,2024-05-29 23:28:28,2023-11-02 16:31:32
151,Weight Analysis,Range west red least these pick move difference discuss series green put.,Clothing,"Ramos, Jacobs and Baker",2393.02,13.4,404,SKU00151,1216362721524,20.99,17x45x24,Green,Metal,South Georgia and the South Sandwich Islands,False,2020-02-20 02:07:53,2020-07-22 16:35:24
152,Wall Parent,Simple card less save go seven partner vote pressure color.,Grocery,Short LLC,3876.1,11.23,382,SKU00152,2417346687846,13.48,89x50x24,Black,Metal,France,True,2024-09-09 18:51:13,2024-09-25 11:41:46
153,Service White,Very agree analysis give high soon your probably us air.,Furniture,"Townsend, Baker and Key",2952.67,29.78,437,SKU00153,0533379974257,32.98,80x95x36,Red,Wood,Monaco,True,2024-11-06 17:23:24,2023-01-16 02:54:07
154,Executive Upon,Term machine black baby agreement fly process hair some debate know Congress air.,Electronics,"Webb, Hays and Zimmerman",2261.33,29.07,581,SKU00154,9512814668402,40.45,17x11x54,Green,Leather,Saint Barthelemy,True,2023-06-18 18:20:54,2025-03-28 20:05:32
155,Of Front,Final right place serve hear dog would affect she back fine point increase ability.,Grocery,"Cooke, Smith and Le",115.07,21.32,234,SKU00155,4549713858882,20.26,67x68x81,Black,Cotton,Cambodia,False,2020-10-19 03:57:47,2023-10-10 05:47:14
156,Return Avoid,Recent tree point goal such school.,Electronics,"Harper, Mccarty and Hayes",1618.86,5.02,850,SKU00156,9853640025572,16.09,69x84x62,Blue,Leather,Turkey,False,2021-04-06 15:00:44,2022-11-01 02:13:34
157,Our Turn,These relationship fine suggest commercial keep.,Furniture,Stevenson Inc,3618.54,7.66,976,SKU00157,7146127895570,45.25,45x66x49,White,Metal,Paraguay,False,2021-12-13 16:10:25,2023-10-14 05:26:05
158,Not Report,Discussion among event whom class among use assume imagine ten discover around agree.,Books,"Smith, Carter and Russell",4184.27,14.74,140,SKU00158,8514631875477,13.64,52x6x41,White,Cotton,France,True,2022-03-15 00:48:24,2023-09-02 04:43:12
159,Everybody Current,Attention benefit look lead remember than help network friend face include section.,Electronics,Spencer Ltd,1181.31,23.88,396,SKU00159,0454907382712,6.74,37x97x86,White,Leather,Panama,True,2024-02-03 02:31:24,2020-05-24 07:00:22
160,Form Cultural,Decade hold about majority memory ground.,Furniture,Hicks-Wilson,4516.31,11.71,844,SKU00160,0013581081061,33.13,99x66x51,Yellow,Cotton,Central African Republic,True,2020-06-22 18:56:43,2024-04-08 05:58:37
161,Relate Light,Might value add current ball upon describe out customer significant former economic.,Electronics,Howell-Howard,3747.94,11.89,847,SKU00161,5250677049603,21.23,44x23x42,Black,Wood,Costa Rica,False,2021-04-18 12:13:59,2021-11-14 20:44:29
162,Dog Sing,Director structure occur admit might building baby.,Toys,Anderson-Duncan,4982.27,7.23,862,SKU00162,4548442139248,23.15,30x93x28,Black,Cotton,Cyprus,True,2022-11-19 09:39:19,2021-10-18 12:24:11
163,Two Training,Consumer also school happen traditional education company face.,Toys,James and Sons,4547.91,22.26,207,SKU00163,8827498287407,26.38,93x59x18,Green,Wood,Guernsey,True,2023-12-24 07:32:19,2020-06-23 21:52:11
164,Specific Part,Item seven generation always need wall father brother close him.,Furniture,"Bradley, Jones and Ward",3795.0,9.22,167,SKU00164,2348801177629,17.42,78x80x25,Red,Plastic,Georgia,True,2022-01-12 11:22:47,2022-08-28 10:38:13
165,Result Investment,Push speak figure behind face decade fight style language analysis rather easy sing.,Clothing,Cooper LLC,2916.4,8.51,62,SKU00165,2627107392821,14.02,52x18x57,Green,Wood,Tokelau,False,2024-05-02 18:37:42,2021-11-19 08:22:34
166,Part Down,Officer just character idea remain interesting election because organization center.,Electronics,Richardson-Baker,4808.14,28.13,828,SKU00166,6266926667381,2.92,48x98x59,White,Cotton,Marshall Islands,False,2021-05-25 05:57:10,2024-02-16 21:58:50
167,Report Agreement,Education church cup cut tend certainly draw.,Toys,Hendricks-Goodman,2978.08,6.87,435,SKU00167,9142219679019,21.15,90x15x80,Green,Leather,United States of America,False,2021-07-22 05:34:55,2023-09-29 13:25:50
168,When Really,Level police coach art career body gun college pass thought break determine.,Toys,Day-Mosley,4052.05,4.51,9,SKU00168,1053175889023,6.39,51x8x52,Green,Leather,Portugal,False,2021-07-03 01:11:38,2024-02-04 07:13:29
169,Conference Find,Coach change environment high tonight money.,Books,"Scott, Campbell and Palmer",4722.78,21.4,107,SKU00169,7352203074733,30.93,29x32x46,Yellow,Leather,Uganda,False,2021-06-17 11:41:36,2023-09-07 03:28:25
170,Which Apply,Decide cultural might growth station similar my.,Furniture,Miller-Mcfarland,301.07,26.98,941,SKU00170,4896599563141,1.73,50x31x57,White,Plastic,Tokelau,False,2025-02-09 00:49:50,2020-04-11 06:14:08
171,Almost Research,Whole performance down involve collection want.,Furniture,Hansen Ltd,1758.12,3.09,743,SKU00171,4614451006489,37.77,22x39x35,Yellow,Metal,Brazil,True,2022-09-11 08:29:32,2021-02-20 08:31:06
172,Where High,Possible free despite grow health politics.,Grocery,"Bishop, Sanchez and Preston",2232.68,25.72,11,SKU00172,1968204510918,48.02,40x58x96,Blue,Leather,Colombia,True,2024-11-11 04:40:23,2022-12-26 11:36:37
173,Main Identify,Condition often eat hard learn hotel.,Books,Dalton-Ryan,1878.49,26.45,884,SKU00173,8392364159046,16.72,37x70x34,Black,Leather,Trinidad and Tobago,True,2023-02-12 19:53:24,2020-08-12 00:03:34
174,Most Forget,Church street possible TV series win under something degree charge him national enter.,Books,Black Inc,350.66,27.16,110,SKU00174,1804632415022,13.34,87x17x9,Red,Wood,Falkland Islands (Malvinas),False,2020-02-07 09:19:26,2021-09-18 11:24:14
175,Woman Live,Try hundred network large pick give tell Mr order impact.,Electronics,Ramirez-Evans,3145.45,29.03,100,SKU00175,5385246564215,12.1,43x78x13,Red,Cotton,Turkmenistan,False,2022-10-31 14:22:52,2024-08-16 12:19:41
176,Society Stay,Score Mrs doctor idea anything alone image floor save fact inside economy.,Furniture,"Long, Butler and Hodge",4541.55,6.75,243,SKU00176,5867449347913,6.98,96x77x11,Black,Cotton,Lao People's Democratic Republic,True,2021-03-04 02:41:52,2021-07-25 17:25:51
177,Professor Certain,Moment itself goal idea forget tough friend race meeting report politics already space.,Grocery,Hendrix-Franco,4357.94,6.52,835,SKU00177,4447030904933,4.96,27x96x42,Red,Cotton,Tunisia,False,2024-10-20 01:11:13,2023-11-21 03:04:07
178,Well Decade,Under economy if experience control game PM picture truth newspaper stand.,Furniture,"Davis, Diaz and Patterson",4714.61,14.28,804,SKU00178,3335485316733,24.0,62x90x25,White,Metal,Tuvalu,False,2025-01-20 23:10:52,2024-06-25 21:37:08
179,Since Win,You imagine deal along industry take large everything strong city couple.,Clothing,Villarreal Group,2207.04,11.72,134,SKU00179,7736018228046,36.28,74x67x19,Blue,Leather,Uruguay,False,2021-04-30 07:15:54,2024-11-27 22:06:22
180,Security Participant,Team major foreign experience remember good trip fly foreign house you person including.,Toys,"Roman, Thompson and Jackson",4310.47,8.3,312,SKU00180,7612026328063,22.36,32x55x33,Green,Leather,Uruguay,False,2020-04-29 20:41:48,2022-04-07 22:06:00
181,Feel Position,Nature fire including television wind baby matter they.,Electronics,Jones-Sosa,1865.6,1.05,949,SKU00181,9886969221639,36.58,8x78x85,White,Plastic,Saint Lucia,True,2023-04-09 15:51:49,2022-08-20 23:12:19
182,Mother Statement,Know inside career garden century woman answer section range.,Electronics,Ford-Turner,2094.35,18.7,463,SKU00182,3727522188517,16.65,8x76x53,Red,Cotton,United Arab Emirates,False,2025-04-11 06:59:52,2021-01-10 00:44:11
183,Ago Eye,According trouble pretty great after skill blood marriage within hour success television of.,Toys,Arellano-Roach,313.94,10.17,63,SKU00183,4783809182769,17.52,91x89x20,White,Plastic,Lithuania,True,2024-05-18 22:16:13,2024-05-25 02:41:04
184,School Wide,Goal tough participant issue plant from best.,Books,Williams-Humphrey,3796.43,1.03,606,SKU00184,4779381452826,29.09,40x17x18,Blue,Plastic,Saint Kitts and Nevis,True,2020-02-27 01:24:13,2022-05-25 17:13:51
185,Least Defense,Chance garden here rise production news.,Books,Lewis-Lindsey,1271.62,14.49,619,SKU00185,0994677802961,45.7,56x31x11,White,Leather,India,False,2024-08-07 19:36:48,2022-04-26 11:33:02
186,Show Radio,Ball go life traditional like side Congress only forward table skin rest card.,Electronics,Parks PLC,4371.47,3.9,707,SKU00186,1336376013108,46.72,63x13x36,Blue,Plastic,Bhutan,True,2024-11-23 06:09:17,2020-06-25 10:58:02
187,How Reason,Score two data fear lose bar hope community instead main never.,Grocery,"Lawson, Thompson and Koch",4374.61,14.73,262,SKU00187,5426624408506,30.47,29x75x9,White,Cotton,Malawi,True,2020-11-22 17:58:27,2022-11-02 09:58:13
188,Above Star,Brother can sort drug exist onto state.,Toys,"Roberts, King and Alexander",2516.78,17.19,142,SKU00188,5314545008953,2.51,44x54x79,Black,Cotton,Cyprus,False,2023-12-07 16:51:40,2023-12-08 19:27:23
189,Somebody Stock,Factor five amount seat political agree great ground even.,Clothing,Strickland PLC,3885.22,26.08,236,SKU00189,2215516827418,42.14,43x73x69,Blue,Wood,Spain,False,2021-07-05 14:46:48,2022-09-05 20:38:06
190,Good Soon,Effort line rate by pull gas somebody can each shake evidence.,Furniture,Smith-Adams,4327.22,13.03,299,SKU00190,6652688790267,39.42,46x100x45,Blue,Plastic,Saint Lucia,False,2020-01-25 17:04:45,2024-01-16 13:23:24
191,Next Laugh,Late describe lay learn fish follow director beautiful home expect each individual others.,Clothing,Richardson PLC,1055.98,7.28,965,SKU00191,9060376804313,26.74,45x32x58,Black,Metal,Germany,False,2021-06-14 08:12:47,2023-07-24 21:40:44
192,Analysis Follow,If summer own there physical others section.,Books,Short-Simmons,4697.5,11.77,67,SKU00192,4812781074400,29.31,65x61x91,Red,Metal,Niue,True,2020-06-18 07:06:02,2024-10-30 09:35:01
193,Federal Address,Unit test I body capital cultural long or certainly.,Books,Stevenson Ltd,4076.12,7.95,399,SKU00193,9919593982581,19.71,8x82x25,Red,Cotton,Jersey,False,2022-12-20 12:19:30,2024-08-21 23:37:45
194,Us White,Their include range debate generation certainly later finish computer.,Clothing,"Ramirez, Morton and Martin",4485.95,24.13,388,SKU00194,6317368750794,2.13,65x89x78,White,Plastic,Cyprus,True,2023-04-13 19:33:27,2025-03-24 18:14:14
195,Education Ever,Girl end trade above know cold officer week peace should yet.,Electronics,Elliott LLC,839.81,18.49,572,SKU00195,8419606215909,11.91,97x47x59,Blue,Leather,Marshall Islands,False,2022-07-18 07:02:48,2023-04-17 09:55:04
196,Party Those,Would adult important point boy hit particular job collection security sense.,Grocery,Warner-Gibbs,1309.16,2.24,150,SKU00196,6820556708892,31.05,36x22x6,Yellow,Plastic,Guadeloupe,False,2022-10-25 04:01:10,2024-08-19 12:45:22
197,According Seek,Pm these who ball environment community issue.,Clothing,Juarez-Stevens,1577.77,15.78,390,SKU00197,3201097097141,23.39,83x88x26,Red,Metal,Barbados,True,2021-08-16 16:45:13,2024-01-18 14:04:07
198,Worker Position,Far drive reveal name where crime concern other third to simply.,Books,Lewis-Blanchard,2057.37,2.75,884,SKU00198,6844656627365,15.74,91x64x97,White,Metal,Norway,False,2022-09-13 17:15:29,2023-03-13 22:51:21
199,Southern Tend,Your loss for law rule level tax.,Grocery,Morris-Bray,389.63,25.79,981,SKU00199,8091190752321,24.47,32x85x19,White,Leather,Oman,True,2024-01-31 22:05:17,2025-03-09 09:00:14
200,Establish Season,Exactly become indicate case research area both agency threat success story base describe brother.,Books,Mitchell-Harper,1166.28,23.09,869,SKU00200,2726853361126,36.76,76x56x46,Green,Metal,Nauru,True,2022-08-28 02:30:43,2021-01-02 01:45:13
201,Environment Course,Large theory charge purpose between indicate result across.,Clothing,Sims-Andrews,4790.14,29.69,918,SKU00201,3357922444434,4.42,95x81x79,Blue,Plastic,India,False,2021-01-28 21:34:56,2021-05-15 14:21:44
202,Prepare Them,Wall value bad go modern white movement fact value however.,Electronics,Christensen Group,2442.36,7.5,925,SKU00202,9385619019683,8.75,96x72x27,Blue,Cotton,Burundi,True,2023-12-27 08:38:45,2022-03-11 14:46:49
203,Interest That,Suddenly draw recognize really by gas want argue method oil security.,Clothing,"Evans, Thompson and Riddle",3065.51,15.96,52,SKU00203,2643615474712,2.83,8x78x90,Green,Wood,Saint Kitts and Nevis,False,2020-07-23 18:15:39,2023-05-27 13:43:47
204,Others Value,Effect military only even attorney real individual arm.,Toys,"Morales, White and Rodriguez",3095.75,8.37,338,SKU00204,4010498467557,49.71,21x13x87,Black,Leather,American Samoa,True,2023-10-01 03:16:43,2021-08-21 03:51:02
205,Economy Though,Usually partner scene consumer alone onto decision.,Toys,Hudson Inc,577.17,4.61,346,SKU00205,9437789954452,20.8,73x37x97,Green,Wood,Haiti,False,2025-04-23 12:20:47,2020-04-04 14:08:23
206,Relationship So,Security above age commercial feel send decide perform field culture.,Books,Castaneda Inc,4385.26,0.33,823,SKU00206,2926127546543,44.57,13x89x58,Yellow,Plastic,Nauru,False,2024-07-08 08:42:46,2021-10-08 20:10:14
207,Hair Six,If determine attack word only available market mind about none card election.,Grocery,Ferguson LLC,3972.2,22.42,739,SKU00207,0181027596391,22.84,85x23x53,Yellow,Metal,Haiti,False,2023-08-08 22:42:42,2022-04-13 05:45:50
208,Animal Memory,Friend low allow rock send street throughout hotel than focus.,Books,Kaufman-Arnold,4794.56,10.33,285,SKU00208,1269668393599,14.21,15x86x77,Black,Leather,Mauritius,False,2022-01-24 13:22:01,2021-09-10 04:00:48
209,Key Air,Explain Democrat might customer friend product according political.,Books,"Kennedy, Ball and Perkins",1023.7,19.98,686,SKU00209,6659702226894,32.99,10x33x61,Yellow,Leather,Austria,False,2023-02-24 16:51:58,2022-09-24 14:41:35
210,Financial Task,Best between especially account perform which brother.,Furniture,"Davis, Barnett and Shaffer",2813.75,1.02,201,SKU00210,1576386262640,46.37,76x31x38,Red,Leather,El Salvador,False,2022-03-15 20:15:42,2020-05-22 14:52:53
211,Energy Art,Computer team here student defense against scientist event cut body.,Toys,"Hernandez, Flores and Berry",3679.63,11.52,37,SKU00211,4014023533519,9.73,43x31x62,Green,Plastic,Djibouti,True,2025-01-01 03:29:15,2020-01-06 20:23:11
212,Explain Why,Watch color hold authority per his animal.,Grocery,Eaton PLC,2238.06,20.74,10,SKU00212,5661410865402,34.67,91x18x51,Black,Metal,Jordan,False,2020-11-20 19:10:44,2024-02-06 14:07:49
213,Enter Must,Method involve fast keep remain quite.,Grocery,Carter Inc,2552.0,16.96,741,SKU00213,5469704074116,4.65,32x90x10,Black,Cotton,Tonga,False,2024-12-25 20:45:13,2024-10-12 22:01:17
214,Point What,Deal trial measure point his itself national affect throughout cause church travel carry.,Clothing,Ortiz LLC,4946.99,15.12,774,SKU00214,2355678027988,11.9,80x77x9,Black,Metal,Chile,True,2022-08-24 23:22:03,2021-06-28 13:31:52
215,Several Less,Choose world door add thing identify cultural think your stage.,Clothing,Gardner-Allen,887.36,5.53,237,SKU00215,7109620293083,2.28,34x55x55,Black,Plastic,Djibouti,True,2020-07-08 19:29:08,2023-10-26 08:25:03
216,Toward Land,Record management about second save despite.,Books,Odom LLC,1512.16,24.23,315,SKU00216,1745082058882,32.83,77x31x43,Black,Cotton,Australia,True,2020-12-21 05:20:01,2025-01-21 01:48:00
217,Term Top,Food area pretty dog site support.,Books,Long-Pearson,3401.24,20.68,91,SKU00217,7525775725994,33.33,51x33x84,White,Plastic,Thailand,True,2023-01-14 08:27:50,2024-06-16 12:14:17
218,Worry Country,Question modern discuss activity usually these sister sure realize development kitchen.,Clothing,Moore Ltd,3328.62,25.72,317,SKU00218,5557783008983,14.53,17x5x13,Yellow,Leather,Lesotho,False,2023-06-06 21:48:20,2020-08-10 09:54:52
219,Style Before,Pressure write environmental create usually ask story those.,Furniture,"Reed, Price and Taylor",2526.96,14.66,571,SKU00219,5219434234300,33.88,56x71x65,Blue,Metal,Ukraine,True,2020-12-03 03:27:08,2021-12-05 12:50:58
220,Process Wrong,Ability level none difference rather audience toward after sell read crime.,Books,"Gray, Grant and Barnes",2328.53,25.79,641,SKU00220,6378790128865,43.91,45x98x27,Red,Leather,Tajikistan,False,2022-06-27 17:49:09,2021-11-10 23:35:58
221,People Never,Machine exactly game until already mouth source crime wonder strong.,Grocery,"Vargas, Bond and Taylor",3133.99,21.4,693,SKU00221,0620491553108,39.79,11x25x37,Green,Leather,Palau,False,2021-10-20 23:41:47,2021-02-13 15:58:12
222,Front Stage,Tree will compare American husband turn religious then hospital catch believe.,Toys,"Vargas, Lyons and Mosley",2234.84,23.37,1,SKU00222,1225384998524,32.84,68x13x65,Green,Cotton,Angola,False,2023-02-21 01:05:23,2023-10-04 19:18:00
223,Wrong Writer,Several beautiful sense much director performance week eye bed.,Grocery,Davidson and Sons,3134.68,19.56,215,SKU00223,5514673730522,37.65,58x64x50,Black,Metal,Bermuda,False,2020-11-30 22:23:59,2025-01-19 01:01:25
224,A Drug,Media still produce attack day area executive own.,Clothing,Johnson-Clark,415.39,19.43,214,SKU00224,6783346204700,29.39,90x72x41,Yellow,Plastic,Tuvalu,True,2023-07-11 18:36:57,2021-08-03 07:31:37
225,Less Issue,Actually range vote resource ball short.,Toys,Price-Nelson,120.8,16.76,747,SKU00225,8557755789176,38.39,93x73x63,White,Cotton,Togo,False,2023-12-05 12:02:32,2022-01-03 18:25:30
226,Seat Account,Bag gun provide seem force true would fund probably bed street another capital.,Furniture,Peterson-Goodwin,125.42,19.26,922,SKU00226,5218048358068,21.8,43x60x11,Yellow,Plastic,Pitcairn Islands,True,2025-03-04 10:37:43,2020-07-15 01:39:39
227,Impact Career,Produce situation choose position carry drive find also sea before little.,Furniture,Barrett-Lowery,2173.83,29.04,93,SKU00227,2075016238875,2.43,53x65x81,Blue,Plastic,Norfolk Island,False,2024-09-29 04:55:58,2024-02-09 18:07:58
228,Upon From,Wife include radio now answer simply fly much including often expect.,Electronics,Flynn Group,951.75,18.18,68,SKU00228,4525020006208,1.05,23x61x25,Blue,Metal,Swaziland,True,2023-10-20 10:36:11,2020-02-27 07:51:43
229,Long Argue,Include dog minute heart fish wear watch.,Books,Brown-Khan,3324.95,1.84,459,SKU00229,8136233255664,24.48,24x87x14,Red,Leather,Russian Federation,True,2023-04-07 01:56:23,2021-02-17 03:35:06
230,Itself Road,Card Republican charge east position seven.,Electronics,Hale PLC,3221.6,28.65,411,SKU00230,4302616815655,38.42,38x6x68,Green,Plastic,Romania,True,2022-04-17 20:51:55,2020-12-30 21:02:44
231,Movie Price,Remain tree project money safe risk already land late ability.,Electronics,Morales-Bailey,1914.35,9.55,534,SKU00231,3003726493085,42.39,30x73x91,White,Leather,Chad,True,2024-08-04 19:37:05,2023-06-17 15:25:15
232,Decision Behavior,Very interest general watch find five behavior beat window mission value go.,Books,Mayo Ltd,2622.44,8.97,253,SKU00232,4937693152814,7.98,50x13x17,Green,Cotton,Armenia,False,2024-04-10 03:04:30,2024-10-20 20:08:43
233,Begin Hot,Film cost key at them successful.,Books,"Johnson, Foley and Johnson",1345.89,4.59,380,SKU00233,6029501702804,47.87,20x28x11,Black,Leather,Saint Kitts and Nevis,True,2024-01-10 08:46:17,2023-02-09 04:42:33
234,Gas Newspaper,Nothing staff significant lawyer smile floor camera newspaper television because.,Books,Everett Ltd,1432.53,19.78,586,SKU00234,4136534973261,48.85,45x35x7,Red,Plastic,Philippines,True,2024-05-17 13:35:40,2021-08-10 12:43:01
235,Safe Attention,Anything choice relationship drug away certain military per.,Furniture,Payne-Nelson,3993.1,9.83,645,SKU00235,7955618154412,36.78,88x94x16,Green,Wood,Ireland,False,2020-04-21 10:51:23,2020-01-21 12:01:46
236,Join Him,Pass spend face student billion sell.,Electronics,"Williams, Garcia and Matthews",4875.89,3.2,239,SKU00236,4706337119939,13.32,80x81x98,Yellow,Plastic,Congo,True,2023-01-21 01:18:05,2022-01-10 07:02:09
